sha,message,author,date
09715e6d13f3922b96d671cddf463aea6523ad3e,osx ci: Install Boost to /opt/boost instead of /usr/local,clonker,2025-04-14T07:18:54Z
1cd7045cd2cf77a813b8b3baecfcfc5eb5b6af25,Remove disable pedantic mode switch for osx cmake 4.0.0 and clang 15.0.0,clonker,2025-04-14T06:52:53Z
e13c612202823d158e845df4435e405fd1576dea,Language Server: Fix hover crashes on invalid parameters,Henry Chu,2025-04-04T08:28:43Z
4f23c18e7c7668abffabaaa5095107015e500714,Merge pull request #15976 from cho-m/support-boost-1.88.0,Nikola Matić,2025-04-08T21:23:08Z
fd2d543c6b7f6f134c6146dc8013814fd3e44c13,Also drop libcvc4-dev and smtdependencies generally.,Daniel Kirchner,2025-04-08T13:21:33Z
38810a3dc2d91aa51b2788a2df9170da421d34c2,Adjust release checklist.,Daniel Kirchner,2025-04-08T13:15:38Z
334b7685525367fe8bbe8781ec260fef0ee44f7b,Remove Z3 from ppa scripts and add ubunutu plucky.,Daniel Kirchner,2025-03-12T11:28:40Z
502ebaa8f879e8c5b5440a984030cf30f48c6f8a,Add support for upcoming Boost 1.88.0,Michael Cho,2025-03-31T20:06:00Z
55506a9cf848e1495728195c2d9b0c322a725e10,Merge pull request #15987 from ethereum/fix_docs,clonker,2025-04-08T10:22:50Z
971ac4c9ae79c4b7d5d76d23df1e1c9cd75b61ab,require rtd theme < 3.0.0,clonker,2025-04-08T09:46:21Z
0a6cce58a0e3814db15844c53e05e384e00088fd,"relax sphinx version range to [2.1, 9)",clonker,2025-04-08T09:34:59Z
2cd97dc2b248edfac74241036cf7327d035bae57,Use pre-release version of sphinx-a4doc for python 3.13,clonker,2025-04-08T09:34:38Z
6da61ca485931a380d103994f363de304611fcdf,Merge pull request #15982 from ethereum/fix_macos_build,clonker,2025-04-08T09:02:17Z
4c23d04b53cba7bfda8ddf19ead131e88529e003,Disable pedantic compilation for CMake 4.0.0 and AppleClang 15.0,clonker,2025-04-07T14:00:49Z
e6d56997aba55b2805a288b671d14651bd140270,set CMP0167 to OLD behavior for boost versions < 1.70,clonker,2025-04-04T07:17:23Z
f323bd4de27b635dab1ba249832a1ec0b054cf4e,cmake: use boost include dirs and version in status message,clonker,2025-04-04T07:07:12Z
dbd5521a697eae275afeb5d8a0b256670238f5b9,remove install of obsolete jsoncpp,clonker,2025-04-04T05:50:21Z
949a52fdef1376ed43ef2317ebbe8946901a09c1,Merge pull request #15956 from ethereum/make-enums-available-in-natspec,Nikola Matić,2025-04-04T12:44:10Z
7a4ddb27b5d522f322da3133b6ef28fff9057347,Merge pull request #15972 from ethereum/smt-refactor,Martin Blicha,2025-04-03T11:58:33Z
c6084281e3e7ff0b969235acab44eb409f93f273,SMTChecker: Refactor processing invariants from the solver,Martin Blicha,2025-03-28T08:49:35Z
c4b454ac53ad6409cee612ddaf38d467b50a6299,Docs,Nikola Matic,2025-04-02T11:16:18Z
5ea8f2587447a09daa4089322dc06d1f323a16e7,Add support for enum values in NatSpec,Nikola Matic,2025-03-19T12:40:09Z
a4489211c9a872e81235d35433cdffe318755c77,SMTChecker: Move helper function towards its only usage,Martin Blicha,2025-03-28T08:30:49Z
a04f9460f63412438b14a0922794ac5884042d35,Merge pull request #15967 from VolodymyrBg/vbg,Kamil Śliwak,2025-03-27T19:09:58Z
2ebafd31592f71f21863571e283e6e4b4cd01f18,fix: Remove unnecessary Expression temporary in CHCSmtLib2Interface,VolodymyrBg,2025-03-25T18:58:29Z
14fcd5d9947a46fcf5e4b9e66c69fd87c4924e3d,Merge pull request #15965 from ethereum/repeats_for_external_benchmarks,Nikola Matić,2025-03-26T14:14:08Z
77878e5d4a56ea175d131a2338052ab4ac1e9ceb,add repeats to external.sh,clonker,2025-03-14T12:14:01Z
6326b8673ec1272c8e4e5c0cadd5e8be2856ed49,Merge pull request #15954 from ethereum/ossfuzz_use_ast_over_block,clonker,2025-03-22T05:31:54Z
dafe00677e1ccf04fb4853d74885cfe7288b25e7,ossfuzz uses yul AST instead of separate block and dialect,clonker,2025-03-17T09:56:53Z
8859625fdeb9a19f538d596d380e0fae28ea108e,yulrun on AST,clonker,2025-03-17T10:02:55Z
d1cbd8dc3f0bd390669a99c8e036b8d6fd215b89,interpreter uses yul AST instead of separate block and dialect,clonker,2025-03-17T10:02:44Z
e134620b0e469de9b3a550daf002975b4e40f70f,Merge pull request #15941 from ethereum/asm_analysis_fmt,clonker,2025-03-21T18:05:18Z
cc58ab164e1ef5e4973c23497e1fcbe40a39e03b,Merge pull request #15895 from kuzdogan/update-metadata-docs,Kamil Śliwak,2025-03-21T17:46:29Z
b9cbf1e7db82b74c1c07801a05f663321889ce26,AsmAnalysis: Improve wording of invalid argument for eofcreate/returncontract error,clonker,2025-03-21T08:17:09Z
1ccea419e6770553f15ce80872be21165ba946c5,"AsmAnalysis: Stronger use of fmt, refactor function call analysis",clonker,2025-03-14T08:24:30Z
1f044c153365955b48d19ae90fa8a57db359c870,"Remove ""sorted"" in std-json remappings docs",Kaan Uzdoğan,2025-03-20T09:29:03Z
2e33f2557c2c91b59c7d5593389992d7f09b26ba,Update the metdata settings field to refer the rest of the settings to std-json,Kaan Uzdoğan,2025-02-26T23:21:22Z
d97d7115815314af238de314d710abd4a1aa6868,"Update metadata docs for ""libraries"" and ""compilationSettings"" fields",Kaan Uzdoğan,2025-02-26T23:10:25Z
d07c219930518a4fa33e600029d61e8ecb18dfaf,Merge pull request #15963 from ethereum/smt-fix-string-to-bytes-conversion-with-custom-types,Martin Blicha,2025-03-21T13:07:16Z
dd03613b791b3d13d43b95e253c414eeeb27c35b,SMTChecker: Fix string literal to fixed bytes conversion with user-defined type,Martin Blicha,2025-03-20T21:26:14Z
2536b14b47268418ce4330dd0ea758b1a778a028,Merge pull request #15934 from ethereum/default-initialize-instruction-in-assembly-item,clonker,2025-03-21T11:02:27Z
08c9f535288b0d5a337c9dd416a47333791b41b9,AssemblyItem gets an optional instruction and the null-state is properly asserted,clonker,2025-03-12T15:41:03Z
28982f13c906998593d7783cc7db50b7ce0078db,Merge pull request #15957 from ethereum/make-peephole-opt-more-opt-friendly,Nikola Matić,2025-03-21T10:05:29Z
4a93b2a77222460218201d84b9b7121147c74d5e,Merge pull request #15952 from ethereum/remove_builtin_check_from_inline_asm_mangling,clonker,2025-03-21T07:40:13Z
098b854ce59393a1ef48e06de6b031a793486508,IRGeneratorForStatements does not check for builtin when mangling user identifiers,clonker,2025-03-17T08:38:07Z
8f38f2304a69ad73b3800c5d552c2bda9dd8afff,Peephole optimiser: Replace apply methods recursion by folding expression,clonker,2025-03-19T14:45:17Z
ad281dd66f73beef4ba10f6f72c4a1c9ee09e9d6,Merge pull request #15951 from ethereum/disambiguator_dont_check_for_builtin,clonker,2025-03-20T07:13:02Z
f2c9eecb46107a6caa1a9604fec7613b027a3d4a,Yul Disambiguator: Don't check for builtins when translating identifiers,clonker,2025-03-17T07:59:15Z
b53eba3c3a3e7742cbdd8f31c58f455958162838,Merge pull request #15880 from ethereum/smt-fix-contract-selection,Martin Blicha,2025-03-19T13:04:03Z
25463c564dc18cb98750e49d227901087a32940b,SMTChecker: Fix analysis for selected contracts,Martin Blicha,2025-02-14T11:40:18Z
9620f4fcd1b5bcb8c467a65ba9e31bbd73580835,Merge pull request #15950 from ethereum/ssacfg_builder_improve_function_call_visitor,clonker,2025-03-18T07:24:24Z
74cd757be52c658a8eef7a81c62d364ee1921652,SSACFG Builder: Improve function call visitor,clonker,2025-03-17T07:52:34Z
a65229279d769a7b2936aef2aa802d77abbdc343,Merge pull request #15942 from ethereum/name_dependent_cse_bug_only_asm,Kamil Śliwak,2025-03-15T00:52:08Z
145e281fac9369c920c9628fe4a967f7b71e9193,Name dependent CSE bug: Compare ASM only,clonker,2025-03-12T13:13:23Z
c8893ec9c852185401814a5126fe90b5dfc6ca09,Merge pull request #15939 from ethereum/release_checklist_remove_double_backticks,Kamil Śliwak,2025-03-14T23:38:49Z
70d344a0e93b299b531cbde369713ae067567688,Remove double backticks from CODING_STYLE.md,Kamil Śliwak,2025-03-14T22:55:49Z
d547bf2b67668bc1fd85cf4c6713c50cf5db5b80,Release checklist: Updates style,clonker,2025-03-14T07:50:53Z
40a4d5d420006168e6c73a1a27a9159cb0b515f0,Minor spelling fix in external test runners base.py,Ocenka,2025-03-14T12:28:24Z
f0fbb28b090f3d532fde262d667fdd25a3d4dda1,Merge pull request #15931 from ethereum/bump-fmtlib,clonker,2025-03-14T08:34:03Z
bf51113b82ae114108388e4e3378c497b989a1b0,Merge pull request #15930 from ethereum/mention-buildx-dep-in-release-checklist,clonker,2025-03-14T07:43:10Z
c84cac865295b87caa273b3ed8aaa31b0b121d99,release checklist: mention buildx as requirement for docker_deploy_manual,clonker,2025-03-12T10:44:14Z
340ae32d5c27c87ce51ca0b484f7566f1951c4a0,Merge pull request #15927 from ethereum/setNextVersion,matheusaaguiar,2025-03-12T15:33:05Z
363f1ae1dedbf47528dd1d76065032e1ed367b2b,Set next version 0.8.30,Matheus Aguiar,2025-03-11T16:09:38Z
6738ce6f3379bbf1c2d5b2fff768d21913aa4d97,bump fmtlib to 11.1.4,clonker,2025-03-12T10:49:55Z
ab55807c0d9198fb126442188d40fcab292a2acb,Merge pull request #15926 from ethereum/changelogReleaseDate,Nikola Matić,2025-03-12T06:51:54Z
7c461bffb7b49d5f7d51aae11f28017919e63aaf,Merge pull request #15928 from ethereum/document-eof-flag,Daniel,2025-03-11T18:52:19Z
643caa3625570f69722bb92cc3f04dcad5a9d462,Mark the evmVersion field in StandardJSON as optional,Kamil Śliwak,2025-03-11T17:56:44Z
a61cbb4be63db227cd82ae89181cef33e547b53c,Document the eofVersion field in StandardJSON and metadata,Kamil Śliwak,2025-03-11T17:56:13Z
0c45a5e9129c587a0b07be9937286d50d44fa6c8,Update changelog and bugs by version,Matheus Aguiar,2025-03-11T15:41:02Z
4355555579a5cb202ed253f3c55e15aa4ac00604,Merge pull request #15925 from ethereum/fix-changelog-for-upcoming-release,Nikola Matić,2025-03-11T15:25:23Z
90719b22b40794ccccd1d5ba58ff4c1d48d0f18c,Fix changelog for upcoming release,Nikola Matic,2025-03-11T14:44:22Z
6963512fe5659c3ab00d99df961a2af29ade8712,Merge pull request #15923 from ethereum/fix-doc-links,Daniel,2025-03-11T14:23:19Z
d85833e5f8ebb16729cfdfc46787fe59970b2786,docs: fix broken link for apeworkx tool,clonker,2025-03-11T13:39:11Z
76e179101dc451aaf1d5f8b89cbf9c714728bd98,Merge pull request #15896 from flylai/patch-2,Daniel,2025-03-11T13:42:21Z
15f4a308fc998db5269398c0aed40498771c7d4e,Merge pull request #15922 from ethereum/release-checklist-update,clonker,2025-03-11T13:07:34Z
44533c991db9058278686372b38cb9c82f5e5757,Correct Chinese translation URL,flylai,2025-02-27T12:58:46Z
3199cca75f5ad1b29a96eab9177c6c67bb7ac72c,Bump vendored dependencies post-release,clonker,2025-03-11T12:25:31Z
0598c01fea01da3883b3db3939288caf26e8d978,Merge pull request #15892 from ethereum/storageLayoutSpecifierDocs,Daniel,2025-03-11T12:18:37Z
4bf8a9fbfe5e0a7aa14a99b071d5fc3b90b0a4de,Merge pull request #15912 from ethereum/warnStorageLayoutNearTheEnd,Kamil Śliwak,2025-03-11T05:18:01Z
de966a76f726fd341ee930eb16b92962a1908b59,fixup! Storage layout specifier docs,Kamil Śliwak,2025-03-11T05:14:31Z
e633eb411d71eaa1b46d774ded876d586420836e,fixup! Storage layout specifier docs,Kamil Śliwak,2025-03-11T05:05:48Z
3d0904796c6b1802ff28840f6944d8bfd2288f97,fixup! Storage layout specifier docs,Kamil Śliwak,2025-03-11T04:17:44Z
a371a4f8fe33c5a8159ad712e35c9d0c2819da42,fixup! Storage layout specifier docs,Kamil Śliwak,2025-03-11T04:17:31Z
b4f9bb090bd2223771d5470aeb48a587ab5c0a06,fixup! Storage layout specifier docs,Kamil Śliwak,2025-03-11T02:40:14Z
05b0efbd04eafec21a43f08925efb82e0c7a1023,Storage layout specifier docs,Matheus Aguiar,2025-02-25T20:04:22Z
529795019c766e2aced54455ce613254b1865df9,Warn when layout base is near the end of storage,Matheus Aguiar,2025-03-04T03:19:40Z
9c80b9b62b9ac0d60d6d76affcdcc86659c95072,Update and add tests,Matheus Aguiar,2025-03-04T03:18:42Z
07b202ce573e7dd5cfaa076bdfa91e2988479449,Merge pull request #15920 from ethereum/ethdebug_instructions_and_sources_fix,Daniel,2025-03-11T01:52:56Z
2abfe0baa9f4b64521adf271984951d6760b0453,ethdebug: correct handling of abstract contracts.,Alexander Arlt,2025-03-11T01:07:46Z
fbbe2ddc515c841215b302eb8327e9f991f09d8a,Merge pull request #15368 from ethereum/ethdebug_instructions_and_source_ranges,Daniel,2025-03-10T23:23:32Z
f3705de1740737f31715ad7758ac4d47b9f5c4f2,Ethdebug instructions and source ranges.,Alexander Arlt,2024-08-27T10:59:56Z
dbe214e1accd60c6838f99e2ddfa0544d52ff2bd,Merge pull request #15881 from smiasojed/develop,Kamil Śliwak,2025-03-10T14:10:20Z
3532328324cc479d17b4492de645597a3b5282c1,Fix stack overflow issue when using soljson compiler,Sebastian Miasojed,2025-02-19T21:51:47Z
d084819c6cda9d22c702e1b6510126f1c4701bf7,Merge pull request #15668 from ethereum/storageLocationStorageLayout,Kamil Śliwak,2025-03-08T04:57:59Z
14232980e4b39dee72972f3e142db584f0848a16,Rename ContractType::stateVariables,Matheus Aguiar,2025-03-04T17:47:40Z
b601fb4fadf9fcf126a06f63a188802382a32a7f,Type checking fix: error on contract extending past storage end,Matheus Aguiar,2025-02-27T02:56:46Z
73e7917a0dea5a39ac6e40035fe139793d54d0da,Storage Layout and Codegen,Matheus Aguiar,2024-12-20T12:37:07Z
e745feabeffaa6bb78cc9304f858bc0a9efca13d,Add and update tests,Matheus Aguiar,2024-12-20T19:17:38Z
721bb93f0c0e01daaaef7e96ce55e96b6a60301e,Merge pull request #15840 from ethereum/function_call_finder_on_handle,clonker,2025-03-06T09:22:50Z
3dc2cf864267d4e97257d16c7626cd3e14a1e7ec,Merge pull request #15910 from ethereum/solcjs-node12-required,r0qs,2025-03-05T15:41:07Z
e1956d9fdca088e1af94e940c2556681757f0bb8,fix errors in comments  (#15822),comfsrt,2025-03-05T15:22:39Z
273a6a4569d928d2e19b842afa6fe60db2ff6fe7,Bump minimum Node.js version for Solc-Js to v12,r0qs,2025-03-03T13:47:55Z
b07843da11c632a295c4579537250b0666f1b8b1,Adds tests using memoryguard identifiers in inline-assembly to assert mangling,clonker,2025-02-19T07:45:05Z
8df4c81bc6aa2ce69609f12cb232f52a7d116da2,Yul FunctionCallFinder uses FunctionHandle instead of strings as search key,clonker,2025-02-10T08:38:48Z
ddc9f0d2e3dcc1e8481b4f5c469c65f0e4a319ab,Merge pull request #15907 from ethereum/error-and-ice-reporting-tweaks,Kamil Śliwak,2025-03-05T11:36:22Z
c422fa56a02df0de70e94da81148245981f70e05,AsmAnalyzer::analyzeStrictAssertCorrect(): Print source and errors when analysis fails,Kamil Śliwak,2025-03-01T23:36:36Z
36ec42d1ae48ada54ca3a3d5095bbea5a9d16373,CompilerStack::loadGeneratedIR(): Include error codes in the assertion message,Kamil Śliwak,2025-03-01T23:45:18Z
688bd0dea86cd8e2d4d7fb9741722028b96a152a,SourceReferenceFormatter: Don't hide source location of the name of the input file is an empty string,Kamil Śliwak,2025-03-01T23:59:22Z
e899fb9da9fedeaa8f922217bde89068cc7918a2,StandardCompiler: Provide full ICE output on failed assertions,Kamil Śliwak,2025-03-02T09:06:44Z
887ec85bf4e7ac5d8e4dd5143a644346b5b940a7,Disentangle handling of failed Yul assertions from Yul StackTooDeep errors,Kamil Śliwak,2025-03-01T22:27:38Z
78854ecf75cc5806a5f9872c29bd8a53fb7f62b5,Standard JSON test case for Yul StackTooDeep,Kamil Śliwak,2025-03-02T08:02:22Z
3286c9ea5c3511ad2fae0bd31c37174af9a92128,CommonSyntaxTest::printErrorList(): Use the colored stream in a less misleading way,Kamil Śliwak,2025-03-01T20:55:13Z
1965d7471b2b93d2327df818fd10557c8ea461fc,Merge pull request #15909 from ethereum/fix-reversed-conditions-in-object-optimizer-cache-key,Kamil Śliwak,2025-03-03T19:27:08Z
c9aa6f4d9d505f3ed6d1043e58aec9ed2674737a,ObjectOptimizer::calculateCacheKey(): Cast bool directly in uint_t,Kamil Śliwak,2025-03-03T17:16:51Z
252a3a8632bf8a2d1b49c77944c2cfc2572132ec,ObjectOptimizer::calculateCacheKey(): Fix flipped boolean conditions,Kamil Śliwak,2025-03-02T01:45:07Z
69f3a3e354d6d02acb94298c82ee7be117cd1e97,Merge pull request #15905 from ethereum/eof-before-osaka-validation,Kamil Śliwak,2025-03-03T18:50:08Z
24b0ec2e760d4b4a1063d385aebd6bbdad34fddf,EVMHostPrinter: Fix EOFCREATE not being handled,Kamil Śliwak,2025-03-01T17:58:28Z
7841d882056d1a6b066509d1b2fe113ce40df86e,Add validations against selecting EOF on EVM versions that do not support it,Kamil Śliwak,2025-03-01T17:14:19Z
d180475b6ab44d2b696a57bda9664214b8f1b967,Merge pull request #15906 from ethereum/get-rid-of-assert-throw-in-tests,Kamil Śliwak,2025-03-03T16:55:52Z
7ffb394e72c01ffce9fc7ad85998c7be07a97aae,Replace assertThrow in tests with asserts/validations/unimplemented checks,Kamil Śliwak,2025-03-01T17:59:49Z
a83a8201fee252bd9381eb6d2862c856a708cb43,Merge pull request #15901 from ethereum/fixStorageSizeBug,Kamil Śliwak,2025-03-02T20:39:07Z
e601d83b62759ca8935b3803791a8c3a8925bbba,Add tests,Matheus Aguiar,2025-02-28T03:17:11Z
aae841e4f6ea5e1449eedc72d5e3ed19e404e034,Add helper to calculate storage/transient size,Matheus Aguiar,2025-02-28T05:15:00Z
5fd8593a154c6874a7987058cb1a2c7057325947,Fix wrong storage size computation,Matheus Aguiar,2025-02-28T03:17:28Z
5725b619d1a285c26d819621608722e661af44b4,Merge pull request #15900 from ethereum/fixStorageLayoutSpecifierErrorMsg,Kamil Śliwak,2025-03-02T19:57:03Z
2995f0455c176fa8906067147bbd76c1a0f15b87,Improve storage layout specifier error message,Matheus Aguiar,2025-02-27T22:23:04Z
d7073bada9705a998b9d48874d9c01fbfd165f26,Update and add tests,Matheus Aguiar,2025-02-27T22:23:53Z
1d26a839ebf19722462d1dccba21b99553b7ccac,Merge pull request #15807 from ethereum/better-reporting-of-unreported-fatal-errors,Kamil Śliwak,2025-03-02T04:52:47Z
04605d752889125f6c3d064ecd781fe733abf830,Report more info when an unreported fatal error is caught,Kamil Śliwak,2025-01-31T19:12:06Z
9c0098b221556e4df56c892d7280bfb5b7e10c0d,Always include a message when throwing a FatalError,Kamil Śliwak,2024-12-04T06:26:26Z
cff2a28f0620737c059324c54e7247e638bf64f2,Merge pull request #15823 from ethereum/add_yul_name_label_registry,clonker,2025-03-01T05:29:32Z
4d96648017c89145a8ff56f4860c7db2d1315440,Yul: Introduces ASTNodeRegistry,clonker,2025-02-04T10:00:26Z
5879562d17e181e53ad7adc29374dae21c863c04,Merge pull request #15844 from ethereum/eofSwapnDupn,Daniel,2025-02-27T16:02:11Z
3cfd93117a1b7d9fc451f954bccf36925c1902bb,Merge pull request #15893 from ethereum/fix_ethdebug_ir_output_selection,Alexander Arlt,2025-02-27T16:01:28Z
872805b06b6e92615539abe41edea78b8321e0c8,Allow --irOptimized output selection in ethdebug.,Alexander Arlt,2025-02-26T16:13:41Z
9fdf9b5359ca28b5464e3b18992d4d8898b2d22d,Pass EVMDialect to StackLayoutGenerator directly.,Daniel Kirchner,2025-02-26T19:33:53Z
4d38789c12fe4b70ea3ae66b7802421c573007ea,Do not run StackCompressor and StackLimitEvader on EOF.,Daniel Kirchner,2025-02-26T15:05:09Z
44c0697fce86c5352ca491a498ea7d9fcf8adb32,"Test cases for SWAPN, DUPN and related stack shuffling.",Daniel Kirchner,2025-02-17T17:31:20Z
bff760504bbe92921f7bdd728b03714a82e1e175,Support for SWAPN/DUPN in EVM Code Transform.,Daniel Kirchner,2025-02-10T18:36:10Z
a7e6cb5367c2e2b0e19b2d3c15ba6c53ea7cfd0b,Merge pull request #15528 from ethereum/storageLocationsTypeChecking,Daniel,2025-02-26T13:55:29Z
7ef0ef8c19bf7df4341b3e72787d8ac75cf988e6,Type checker support for storage layout specifier,Matheus Aguiar,2025-02-06T20:37:53Z
ef61400474f8228a49573b33b17cb6ec3cb78fb9,Add tests,Matheus Aguiar,2024-12-03T14:58:46Z
04cfcf75c2008288a50ee4e9bf426cc6eda0e816,Tweak existing tests,Matheus Aguiar,2024-12-03T14:58:46Z
eb216716830f45681df0da7641b4216a255b8946,Merge pull request #15878 from ethereum/find_fmt,clonker,2025-02-24T15:31:55Z
de3a7b509ed7c446fe4de055410fdd230b22a389,finds default vendored dependencies via find_package if requested,clonker,2025-02-19T09:23:50Z
88da660b84b1c723546b15dfb510c7a5bcd445b6,Merge pull request #15883 from ethereum/use_buildx,Nikola Matić,2025-02-24T12:59:12Z
cc6422b7cc12473ec25452d8339ef96a1559d9cc,Merge pull request #15463 from ethereum/storageLocationsParserSupport,Daniel,2025-02-24T12:56:08Z
e844a8bfb26f7d850b1bf783228e298ad7595f0c,Parse contract layout specification,Matheus Aguiar,2025-01-23T17:01:11Z
53ab29fb088e22492014585d01017bf6c6d990c6,Merge pull request #15842 from ethereum/dfa_optimization,clonker,2025-02-21T13:55:04Z
5c0ba6c25d4e0017ab5d23bd2ed25ad341173821,Optimize collection of references in dataflow analyzer clearValues,clonker,2025-02-10T13:33:33Z
6c556c302cc788f89427aee793c2ebfd930c5172,Merge pull request #15859 from ethereum/fix_comparison_operators_for_optimizer_settings,clonker,2025-02-21T13:16:43Z
df96847da35d3ddfefd02054826d917b838605f1,Expands metadata test coverage to more presets and non-default sequence with default cleanup,clonker,2025-02-18T08:08:17Z
85fe2a007ea2bf7887cf348623060b4d83cc4f13,Use buildx in docker deploy manual,clonker,2025-02-20T12:42:03Z
cc164838ab46d7af32af90984007053aa6e8da9a,Add test that has a custom cleanup sequence but otherwise default optimizer settings,clonker,2025-02-13T14:11:46Z
46006c82fdd9fca8c5ac05200cd73a2d1a526975,Default comparison operators for frontend optimiser settings,clonker,2025-02-13T09:13:12Z
053807e532128fcabff085ae992ba9aff9dac7c2,Merge pull request #15804 from ethereum/docker-docs-tweaks-and-redundant-example,Kamil Śliwak,2025-02-18T17:03:37Z
19002a8f4cb08202334be60b8e4d939e262a86ae,installing-solidity.rst: Use full option names and tweak example commands,Kamil Śliwak,2025-01-31T17:18:23Z
d23bfb63a593db486db366b0818bec899e8cbdfa,installing-solidity.rst: Fix single backticks,Kamil Śliwak,2025-01-31T17:17:08Z
d51fda0d8c3af20987a4f8f0ff7f8560c26f2f2b,installing-solidity.rst: Remove redundant example of usage via docker,Kamil Śliwak,2025-01-31T17:01:48Z
720307060845f82661e96f32eedc20ed661b5350,Merge pull request #15863 from ethereum/smt-fix-constant-evaluation,Martin Blicha,2025-02-17T14:24:42Z
6a0e9804d38806c8df4ed8e7c4a5fd6aa8bf7e90,Merge pull request #15845 from ethereum/eofAddSwapnDupn,Daniel,2025-02-17T14:12:55Z
de36f55772a1bda6bf6e5523053a4f5e1006cc72,SMTChecker: Ignore errors that might occur during constant evaluation,Martin Blicha,2025-02-14T11:54:38Z
091dde6f483cd61d23945a783ca64f1c9615e77e,ConstantEvaluator: Add `tryEvaluate` method that swallows errors,Martin Blicha,2025-02-14T11:51:41Z
36853ab83a532fc295a6762ebe24f88c1dd103e8,Merge pull request #15809 from ethereum/smt-do-not-restrict-printing-query,Martin Blicha,2025-02-17T13:47:42Z
68c4aa3c943ce1e238e8fc36296928edd6394f1f,Add SWAPN/DUPN.,Daniel Kirchner,2025-02-10T18:36:10Z
65e0fd7d07be631f9f95dee0dd09797aa8fe8134,Merge pull request #15868 from xiaobei0715/xiaobei-patch,Kamil Śliwak,2025-02-16T15:25:01Z
76686ecbc67ecfc4577fd33f4ba7fe53fc8c9f57,fix: typos in a few test file names (#15867),FT,2025-02-16T15:20:14Z
7f3a8e267e9d39c0b8d428736ae5401f1f80081d,Grammar and typo fixes in code comments (#15869),PixelPilot,2025-02-16T14:49:03Z
e94a1f1415b3041b7555437685609e64727ab7d2,Updating copyright year to 2025,xiaobei0715,2025-02-15T06:39:10Z
80eb5279eaf771ca3828255163706610660311dc,Fix spelling errors in a few code comments in libsolidity and SMTChecker (#15866),Fallengirl,2025-02-15T13:04:36Z
